product_id,product_name,brand,category,tier,price,mrp,discount_pct,rating,review_count,key_ingredients,skin_concern,is_bestseller,date_added,source,price_segment
NYK1124,SK-II Ceramides Night Cream,SK-II,Moisturiser,Premium,17190,17190,0,4.7,24,"Hyaluronic Acid, Ceramides",Pore Care,False,2024-09-29,synthetic_nykaa_model,Luxury (₹4000+)
NYK1125,Paula's Choice Ceramides Booster Serum,Paula's Choice,Face Serum,Premium,3894,4326,10,5.0,70,Ceramides,Pigmentation,False,2024-07-16,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1126,Mamaearth SPF 50 Eye Repair Cream,Mamaearth,Eye Cream,Budget,651,685,5,3.8,14529,"SPF 50, Vitamin C",Acne,False,2024-10-07,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1127,Mamaearth AHA/BHA Eye Cream,Mamaearth,Eye Cream,Budget,412,484,15,2.6,2464,"AHA/BHA, Benzoyl Peroxide, Niacinamide",Sensitive Skin,False,2023-04-06,synthetic_nykaa_model,Budget (< ₹500)
NYK1128,The Ordinary Retinol Sunblock,The Ordinary,Sunscreen,Mid-range,558,744,25,4.0,207,"Vitamin C, Retinol",Oil Control,False,2023-10-26,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1129,Wow Skin Peptides SPF 50 PA++++,Wow Skin,Sunscreen,Budget,378,420,10,4.4,3059,"SPF 50, Peptides",Oil Control,False,2024-07-18,synthetic_nykaa_model,Budget (< ₹500)
NYK1130,Minimalist Bakuchiol Water Cream,Minimalist,Moisturiser,Budget,579,579,0,3.3,748,Bakuchiol,Brightening,False,2023-03-13,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1131,Dot & Key Glycerin Sunblock,Dot & Key,Sunscreen,Budget,558,587,5,3.8,424,"Bakuchiol, Glycerin",Acne,False,2023-10-17,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1132,Kiehl's Alpha Arbutin Clay Mask,Kiehl's,Face Mask,Premium,3102,3877,20,4.7,34,Alpha Arbutin,Oil Control,False,2023-12-20,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1133,Estee Lauder Zinc Repair Serum,Estee Lauder,Face Serum,Premium,6086,6086,0,4.4,19,"Zinc, Ceramides",Hydration,False,2024-08-08,synthetic_nykaa_model,Luxury (₹4000+)
NYK1134,Cetaphil Hyaluronic Acid Pimple Patch,Cetaphil,Spot Treatment,Mid-range,672,746,10,4.5,1040,"Hyaluronic Acid, Zinc",Oil Control,False,2024-01-26,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1135,Wow Skin Hyaluronic Acid UV Shield,Wow Skin,Sunscreen,Budget,170,188,10,2.9,5093,"Hyaluronic Acid, Retinol",Pore Care,False,2023-04-13,synthetic_nykaa_model,Budget (< ₹500)
NYK1136,Biotique Alpha Arbutin Facial Oil,Biotique,Face Oil,Budget,347,462,25,4.1,2134,"Alpha Arbutin, Niacinamide, Retinol",Sensitive Skin,False,2024-11-01,synthetic_nykaa_model,Budget (< ₹500)
NYK1137,Forest Essentials Zinc Face Wash,Forest Essentials,Face Wash,Premium,1661,1661,0,4.4,12,"Glycerin, Zinc",Sensitive Skin,False,2024-10-27,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1138,Olay Zinc Cream,Olay,Moisturiser,Mid-range,1167,1945,40,4.0,59,"Squalane, Centella Asiatica, Zinc",Oil Control,False,2024-07-08,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1139,Wow Skin Peptides Serum,Wow Skin,Face Serum,Budget,471,672,30,4.0,205,Peptides,Pigmentation,False,2023-08-21,synthetic_nykaa_model,Budget (< ₹500)
NYK1140,Wow Skin Vitamin C Sunblock,Wow Skin,Sunscreen,Budget,451,474,5,4.1,4650,Vitamin C,Oil Control,False,2023-06-20,synthetic_nykaa_model,Budget (< ₹500)
NYK1141,Olay Zinc Brightening Serum,Olay,Face Serum,Mid-range,2477,3538,30,3.4,59,Zinc,Acne,False,2023-10-28,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1142,CeraVe Retinol Booster Serum,CeraVe,Face Serum,Mid-range,1714,1714,0,3.8,50,"Retinol, Peptides",Sensitive Skin,False,2024-08-02,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1143,The Ordinary Salicylic Acid Gel Moisturiser,The Ordinary,Moisturiser,Mid-range,857,952,10,3.7,779,Salicylic Acid,Sensitive Skin,False,2024-09-26,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1144,La Roche-Posay Alpha Arbutin Foaming Cleanser,La Roche-Posay,Face Wash,Mid-range,1164,1455,20,4.2,477,"Retinol, Peptides, Alpha Arbutin",Pigmentation,False,2024-04-15,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1145,Mamaearth Alpha Arbutin Cleanser,Mamaearth,Face Wash,Budget,156,183,15,4.5,286,Alpha Arbutin,Pigmentation,False,2024-11-24,synthetic_nykaa_model,Budget (< ₹500)
NYK1146,Plum Benzoyl Peroxide Brightening Serum,Plum,Face Serum,Budget,539,673,20,4.8,102,"Green Tea Extract, Benzoyl Peroxide",Sensitive Skin,False,2024-12-07,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1147,Forest Essentials Centella Asiatica Eye Cream,Forest Essentials,Eye Cream,Premium,3337,4171,20,4.5,13,"Ceramides, Centella Asiatica",Oil Control,False,2023-04-20,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1148,The Ordinary Benzoyl Peroxide Repair Serum,The Ordinary,Face Serum,Mid-range,886,932,5,4.3,789,"Green Tea Extract, Benzoyl Peroxide, Bakuchiol",Acne,False,2024-11-05,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1149,Kiehl's Hyaluronic Acid Eye Cream,Kiehl's,Eye Cream,Premium,5338,6672,20,4.6,105,Hyaluronic Acid,Oil Control,False,2023-10-21,synthetic_nykaa_model,Luxury (₹4000+)
NYK1150,Wow Skin Ceramides Cleanser,Wow Skin,Face Wash,Budget,284,298,5,4.0,1776,Ceramides,Pigmentation,False,2024-11-25,synthetic_nykaa_model,Budget (< ₹500)
NYK1151,Minimalist Alpha Arbutin Clarifying Toner,Minimalist,Toner,Budget,400,444,10,3.9,1506,"Hyaluronic Acid, Benzoyl Peroxide, Alpha Arbutin",Acne,False,2024-08-16,synthetic_nykaa_model,Budget (< ₹500)
NYK1152,Clinique Salicylic Acid Sleeping Mask,Clinique,Face Mask,Premium,4277,4277,0,4.1,16,Salicylic Acid,Pigmentation,False,2023-12-01,synthetic_nykaa_model,Luxury (₹4000+)
NYK1153,Plum Retinol Brightening Serum,Plum,Face Serum,Budget,650,812,20,4.5,227,Retinol,Pore Care,False,2024-06-27,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1154,Mamaearth SPF 50 Cream,Mamaearth,Moisturiser,Budget,630,700,10,4.0,1884,"SPF 50, Benzoyl Peroxide",Pore Care,False,2024-04-24,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1155,Innisfree Centella Asiatica Night Cream,Innisfree,Moisturiser,Mid-range,1324,1324,0,4.1,789,Centella Asiatica,Pore Care,False,2023-04-03,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1156,La Mer Vitamin C Eye Repair Cream,La Mer,Eye Cream,Premium,18690,21988,15,4.8,167,"Squalane, Vitamin C",Oil Control,False,2024-01-13,synthetic_nykaa_model,Luxury (₹4000+)
NYK1157,Paula's Choice Vitamin C Eye Cream,Paula's Choice,Eye Cream,Premium,4464,4960,10,4.9,39,"Centella Asiatica, Green Tea Extract, Vitamin C",Hydration,False,2024-04-27,synthetic_nykaa_model,Luxury (₹4000+)
NYK1158,Wow Skin Salicylic Acid Brightening Serum,Wow Skin,Face Serum,Budget,284,315,10,3.4,65,"Zinc, Peptides, Salicylic Acid",Oil Control,False,2024-12-18,synthetic_nykaa_model,Budget (< ₹500)
NYK1159,Garnier Retinol Water Cream,Garnier,Moisturiser,Mid-range,393,561,30,4.5,193,"Vitamin C, Retinol",Acne,False,2023-02-08,synthetic_nykaa_model,Budget (< ₹500)
NYK1160,La Mer Vitamin C Cleanser,La Mer,Face Wash,Premium,6615,11025,40,4.4,214,Vitamin C,Hydration,False,2024-07-04,synthetic_nykaa_model,Luxury (₹4000+)
NYK1161,CeraVe Kojic Acid Cream,CeraVe,Moisturiser,Mid-range,1940,2042,5,3.9,132,"Green Tea Extract, Kojic Acid",Brightening,False,2024-02-29,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1162,The Body Shop Glycerin Night Cream,The Body Shop,Moisturiser,Premium,2959,3698,20,4.1,94,"Kojic Acid, Glycerin, Hyaluronic Acid",Pore Care,False,2023-08-11,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1163,mCaffeine Green Tea Extract Water Cream,mCaffeine,Moisturiser,Budget,350,411,15,4.7,5739,Green Tea Extract,Anti-Ageing,False,2024-12-03,synthetic_nykaa_model,Budget (< ₹500)
NYK1164,Mamaearth Centella Asiatica Face Mask,Mamaearth,Face Mask,Budget,337,449,25,3.7,1276,Centella Asiatica,Pigmentation,False,2023-07-14,synthetic_nykaa_model,Budget (< ₹500)
NYK1165,La Roche-Posay Ceramides Brightening Serum,La Roche-Posay,Face Serum,Mid-range,2659,2954,10,3.5,109,Ceramides,Acne,False,2023-02-21,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1166,Kiehl's Ceramides Cleanser,Kiehl's,Face Wash,Premium,1868,2490,25,4.4,2,Ceramides,Anti-Ageing,False,2024-07-21,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1167,Innisfree Zinc Face Mask,Innisfree,Face Mask,Mid-range,973,1081,10,4.4,1865,Zinc,Brightening,False,2024-09-02,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1168,Wow Skin Retinol Face Mask,Wow Skin,Face Mask,Budget,473,630,25,4.5,1082,Retinol,Pigmentation,False,2023-06-28,synthetic_nykaa_model,Budget (< ₹500)
NYK1169,Clinique Niacinamide Clarifying Toner,Clinique,Toner,Premium,3056,3820,20,4.8,127,Niacinamide,Pore Care,False,2023-09-01,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1170,Dot & Key Glycerin Pimple Patch,Dot & Key,Spot Treatment,Budget,582,646,10,4.0,290,Glycerin,Acne,False,2023-05-10,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1171,Forest Essentials SPF 50 Face Mask,Forest Essentials,Face Mask,Premium,3139,3692,15,4.4,69,"Salicylic Acid, SPF 50, Alpha Arbutin",Pore Care,False,2024-06-09,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1172,Olay Peptides Cream,Olay,Moisturiser,Mid-range,1378,1722,20,5.0,328,"Peptides, Hyaluronic Acid, Benzoyl Peroxide",Oil Control,False,2024-10-20,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1173,CeraVe Centella Asiatica Glow Oil,CeraVe,Face Oil,Mid-range,1433,1592,10,4.3,300,"Centella Asiatica, Kojic Acid",Anti-Ageing,False,2024-05-17,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1174,Plum Zinc Facial Oil,Plum,Face Oil,Budget,538,597,10,4.0,430,Zinc,Brightening,False,2023-03-09,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1175,La Roche-Posay Squalane Night Cream,La Roche-Posay,Moisturiser,Mid-range,1488,1750,15,3.9,370,"Squalane, Zinc, Centella Asiatica",Pigmentation,False,2024-04-09,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1176,The Body Shop Ceramides Repair Serum,The Body Shop,Face Serum,Premium,4047,5058,20,4.3,12,"Vitamin C, Ceramides, Kojic Acid",Oil Control,False,2023-08-22,synthetic_nykaa_model,Luxury (₹4000+)
NYK1177,Paula's Choice Kojic Acid Gel Cleanser,Paula's Choice,Face Wash,Premium,1517,1784,15,4.5,40,"Centella Asiatica, Kojic Acid",Anti-Ageing,False,2023-11-17,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1178,Garnier Glycerin Cream,Garnier,Moisturiser,Mid-range,653,816,20,3.9,191,"Glycerin, Green Tea Extract, Retinol",Oil Control,False,2023-03-10,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1179,La Mer Kojic Acid Cleanser,La Mer,Face Wash,Premium,6559,7716,15,3.8,33,Kojic Acid,Anti-Ageing,False,2024-01-17,synthetic_nykaa_model,Luxury (₹4000+)
NYK1180,Paula's Choice Vitamin C Gel Cleanser,Paula's Choice,Face Wash,Premium,1608,1692,5,4.4,71,"Squalane, Zinc, Vitamin C",Sensitive Skin,False,2023-12-29,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1181,The Ordinary Benzoyl Peroxide Face Mask,The Ordinary,Face Mask,Mid-range,710,835,15,4.2,404,Benzoyl Peroxide,Pigmentation,False,2023-12-27,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1182,The Body Shop SPF 50 Clay Mask,The Body Shop,Face Mask,Premium,2479,2479,0,4.8,232,SPF 50,Hydration,False,2023-04-21,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1183,Neutrogena Glycerin Serum,Neutrogena,Face Serum,Mid-range,1466,1466,0,3.8,1774,Glycerin,Hydration,False,2024-03-15,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1184,mCaffeine AHA/BHA Foaming Cleanser,mCaffeine,Face Wash,Budget,292,324,10,3.6,310,AHA/BHA,Pigmentation,False,2024-12-20,synthetic_nykaa_model,Budget (< ₹500)
NYK1185,Neutrogena Niacinamide Repair Serum,Neutrogena,Face Serum,Mid-range,1749,1749,0,3.9,17,"Niacinamide, AHA/BHA",Brightening,False,2024-08-02,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1186,Innisfree Niacinamide Gel Moisturiser,Innisfree,Moisturiser,Mid-range,1579,1973,20,4.3,238,Niacinamide,Anti-Ageing,False,2024-06-27,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1187,Plum Zinc Water Cream,Plum,Moisturiser,Budget,343,571,40,3.9,165,"Alpha Arbutin, Zinc",Brightening,False,2024-01-14,synthetic_nykaa_model,Budget (< ₹500)
NYK1188,Innisfree Retinol Toner,Innisfree,Toner,Mid-range,944,1048,10,4.1,93,"Salicylic Acid, Hyaluronic Acid, Retinol",Brightening,False,2024-09-24,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1189,Lotus Glycerin Repair Serum,Lotus,Face Serum,Budget,408,408,0,3.4,474,Glycerin,Oil Control,False,2024-11-08,synthetic_nykaa_model,Budget (< ₹500)
NYK1190,La Roche-Posay Kojic Acid Toner,La Roche-Posay,Toner,Mid-range,974,1025,5,4.3,331,"Alpha Arbutin, Kojic Acid, Glycerin",Hydration,False,2024-06-08,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1191,Garnier Vitamin C Brightening Serum,Garnier,Face Serum,Mid-range,589,841,30,4.1,120,"Vitamin C, Benzoyl Peroxide",Oil Control,False,2024-06-23,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1192,Garnier Centella Asiatica Sheet Mask,Garnier,Face Mask,Mid-range,902,1002,10,4.4,277,Centella Asiatica,Acne,False,2023-01-08,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1193,Forest Essentials Retinol Foaming Cleanser,Forest Essentials,Face Wash,Premium,2342,2755,15,4.9,81,Retinol,Pigmentation,False,2023-10-24,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1194,Mamaearth SPF 50 Booster Serum,Mamaearth,Face Serum,Budget,393,524,25,3.7,192,SPF 50,Sensitive Skin,False,2023-06-29,synthetic_nykaa_model,Budget (< ₹500)
NYK1195,The Body Shop Bakuchiol Sunscreen SPF 50,The Body Shop,Sunscreen,Premium,1346,1583,15,4.9,103,"Peptides, Bakuchiol, Green Tea Extract",Anti-Ageing,False,2024-02-11,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1196,mCaffeine Alpha Arbutin Peel,mCaffeine,Exfoliant / Scrub,Budget,405,426,5,4.0,364,Alpha Arbutin,Anti-Ageing,False,2023-11-17,synthetic_nykaa_model,Budget (< ₹500)
NYK1197,Minimalist Vitamin C Gel Moisturiser,Minimalist,Moisturiser,Budget,484,569,15,4.1,1446,"Kojic Acid, Benzoyl Peroxide, Vitamin C",Sensitive Skin,True,2023-11-29,synthetic_nykaa_model,Budget (< ₹500)
NYK1198,Kiehl's Salicylic Acid Cleanser,Kiehl's,Face Wash,Premium,1458,2430,40,3.8,13,"Green Tea Extract, Salicylic Acid",Sensitive Skin,False,2023-04-19,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1199,Kiehl's Centella Asiatica Foaming Cleanser,Kiehl's,Face Wash,Premium,4513,6017,25,4.2,161,"Centella Asiatica, Bakuchiol, Salicylic Acid",Sensitive Skin,False,2023-11-14,synthetic_nykaa_model,Luxury (₹4000+)
NYK1200,Biotique Salicylic Acid SPF 50 PA++++,Biotique,Sunscreen,Budget,422,527,20,4.6,1077,"AHA/BHA, Salicylic Acid",Anti-Ageing,False,2024-06-27,synthetic_nykaa_model,Budget (< ₹500)
NYK1201,SK-II Retinol Brightening Serum,SK-II,Face Serum,Premium,9203,9687,5,4.3,215,"Retinol, Peptides",Anti-Ageing,False,2023-05-30,synthetic_nykaa_model,Luxury (₹4000+)
NYK1202,Wow Skin Retinol Sleeping Mask,Wow Skin,Face Mask,Budget,504,560,10,2.5,166,Retinol,Anti-Ageing,False,2023-07-01,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1203,The Ordinary Zinc Face Oil,The Ordinary,Face Oil,Mid-range,1174,1304,10,3.6,877,"Alpha Arbutin, Zinc, Bakuchiol",Brightening,False,2024-03-26,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1204,The Body Shop Glycerin Serum,The Body Shop,Face Serum,Premium,2301,2422,5,4.5,8,"Benzoyl Peroxide, Glycerin",Acne,False,2023-12-27,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1205,Forest Essentials Alpha Arbutin Foaming Cleanser,Forest Essentials,Face Wash,Premium,1836,1932,5,4.8,156,"Alpha Arbutin, Hyaluronic Acid",Acne,False,2024-01-13,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1206,Dot & Key Centella Asiatica Repair Serum,Dot & Key,Face Serum,Budget,755,1006,25,4.9,1027,"Salicylic Acid, Bakuchiol, Centella Asiatica",Oil Control,False,2023-02-12,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1207,Clinique Ceramides Night Cream,Clinique,Moisturiser,Premium,4411,4411,0,4.3,64,"Ceramides, Zinc, SPF 50",Brightening,False,2023-03-05,synthetic_nykaa_model,Luxury (₹4000+)
NYK1208,CeraVe Bakuchiol Facial Oil,CeraVe,Face Oil,Mid-range,2132,2368,10,4.1,128,"Salicylic Acid, Bakuchiol",Brightening,False,2023-02-10,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1209,Dot & Key Squalane Peel,Dot & Key,Exfoliant / Scrub,Budget,652,1003,35,4.4,1008,"Bakuchiol, Squalane",Brightening,False,2023-10-17,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1210,Neutrogena Zinc Face Wash,Neutrogena,Face Wash,Mid-range,1381,1381,0,4.0,87,"Hyaluronic Acid, Zinc",Anti-Ageing,False,2023-12-04,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1211,Olay Retinol Facial Oil,Olay,Face Oil,Mid-range,2067,2067,0,3.9,2009,"Glycerin, Retinol",Pore Care,False,2023-03-25,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1212,Clinique Retinol Repair Serum,Clinique,Face Serum,Premium,4935,7050,30,4.5,64,"Centella Asiatica, Retinol",Anti-Ageing,False,2023-11-14,synthetic_nykaa_model,Luxury (₹4000+)
NYK1213,Innisfree Bakuchiol Sleeping Mask,Innisfree,Face Mask,Mid-range,2661,3130,15,4.5,903,Bakuchiol,Anti-Ageing,False,2024-10-23,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1214,mCaffeine Green Tea Extract SPF 50 PA++++,mCaffeine,Sunscreen,Budget,637,637,0,3.3,2222,Green Tea Extract,Pigmentation,False,2023-07-04,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1215,The Body Shop Peptides Sunscreen SPF 50,The Body Shop,Sunscreen,Premium,1483,1853,20,4.2,174,"Ceramides, Peptides",Brightening,False,2023-06-08,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1216,Lotus Bakuchiol Clarifying Toner,Lotus,Toner,Budget,324,405,20,4.3,3126,Bakuchiol,Acne,False,2024-11-08,synthetic_nykaa_model,Budget (< ₹500)
NYK1217,Plum AHA/BHA SPF 50 PA++++,Plum,Sunscreen,Budget,344,344,0,3.4,118,"Centella Asiatica, Retinol, AHA/BHA",Brightening,False,2024-12-10,synthetic_nykaa_model,Budget (< ₹500)
NYK1218,The Ordinary Kojic Acid Essence Toner,The Ordinary,Toner,Mid-range,420,442,5,3.2,59,"Hyaluronic Acid, Kojic Acid",Pore Care,False,2024-11-23,synthetic_nykaa_model,Budget (< ₹500)
NYK1219,Mamaearth Benzoyl Peroxide UV Shield,Mamaearth,Sunscreen,Budget,277,346,20,3.6,9926,"Benzoyl Peroxide, Alpha Arbutin, Peptides",Hydration,False,2023-11-13,synthetic_nykaa_model,Budget (< ₹500)
NYK1220,The Ordinary Alpha Arbutin Sleeping Mask,The Ordinary,Face Mask,Mid-range,321,321,0,5.0,68,"Alpha Arbutin, Squalane",Pigmentation,False,2024-01-27,synthetic_nykaa_model,Budget (< ₹500)
NYK1221,The Ordinary Retinol UV Shield,The Ordinary,Sunscreen,Mid-range,368,432,15,4.7,455,Retinol,Pigmentation,False,2023-02-23,synthetic_nykaa_model,Budget (< ₹500)
NYK1222,Forest Essentials Bakuchiol Essence Toner,Forest Essentials,Toner,Premium,2660,2800,5,4.4,55,"Vitamin C, Bakuchiol, Squalane",Pigmentation,False,2023-03-27,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1223,Plum Retinol Cleanser,Plum,Face Wash,Budget,356,395,10,3.4,176,"Bakuchiol, Retinol",Sensitive Skin,False,2023-04-04,synthetic_nykaa_model,Budget (< ₹500)
NYK1224,Forest Essentials Niacinamide Foaming Cleanser,Forest Essentials,Face Wash,Premium,2316,2895,20,3.8,36,"Niacinamide, Kojic Acid",Acne,False,2024-02-10,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1225,Plum Salicylic Acid Brightening Serum,Plum,Face Serum,Budget,313,391,20,4.0,134,"Salicylic Acid, Green Tea Extract",Hydration,False,2023-01-29,synthetic_nykaa_model,Budget (< ₹500)
NYK1226,Garnier Bakuchiol Repair Serum,Garnier,Face Serum,Mid-range,446,686,35,4.3,1138,"Zinc, Retinol, Bakuchiol",Acne,False,2023-10-21,synthetic_nykaa_model,Budget (< ₹500)
NYK1227,La Roche-Posay SPF 50 Serum,La Roche-Posay,Face Serum,Mid-range,1772,2084,15,4.1,444,SPF 50,Oil Control,False,2024-09-22,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1228,Forest Essentials Glycerin Pimple Patch,Forest Essentials,Spot Treatment,Premium,1783,2097,15,4.1,210,Glycerin,Hydration,False,2023-06-03,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1229,Estee Lauder Benzoyl Peroxide Gel Moisturiser,Estee Lauder,Moisturiser,Premium,5850,6157,5,4.0,163,"Peptides, Benzoyl Peroxide",Anti-Ageing,False,2023-02-18,synthetic_nykaa_model,Luxury (₹4000+)
NYK1230,Forest Essentials Vitamin C Face Wash,Forest Essentials,Face Wash,Premium,1327,1561,15,4.4,615,"Alpha Arbutin, Salicylic Acid, Vitamin C",Oil Control,False,2024-09-03,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1231,Dot & Key Peptides Clarifying Toner,Dot & Key,Toner,Budget,358,477,25,3.8,569,"Peptides, Retinol, Benzoyl Peroxide",Sensitive Skin,False,2023-01-02,synthetic_nykaa_model,Budget (< ₹500)
NYK1232,Minimalist AHA/BHA Sunscreen SPF 50,Minimalist,Sunscreen,Budget,567,596,5,5.0,3832,"Kojic Acid, AHA/BHA, Salicylic Acid",Pore Care,True,2024-06-22,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1233,CeraVe Centella Asiatica Exfoliant,CeraVe,Exfoliant / Scrub,Mid-range,609,609,0,3.8,1484,"Hyaluronic Acid, Centella Asiatica",Pore Care,False,2023-09-17,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1234,Cetaphil Green Tea Extract Toner,Cetaphil,Toner,Mid-range,881,978,10,4.8,72,Green Tea Extract,Hydration,False,2024-11-03,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1235,The Ordinary Hyaluronic Acid Brightening Serum,The Ordinary,Face Serum,Mid-range,709,834,15,4.2,44,Hyaluronic Acid,Pore Care,False,2024-07-13,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1236,Estee Lauder Alpha Arbutin UV Shield,Estee Lauder,Sunscreen,Premium,2911,3234,10,4.4,133,"Alpha Arbutin, SPF 50, AHA/BHA",Brightening,False,2023-03-06,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1237,Kiehl's Hyaluronic Acid Foaming Cleanser,Kiehl's,Face Wash,Premium,4427,4427,0,4.5,71,"Ceramides, Hyaluronic Acid",Hydration,False,2023-02-12,synthetic_nykaa_model,Luxury (₹4000+)
NYK1238,Dot & Key SPF 50 Essence Toner,Dot & Key,Toner,Budget,586,586,0,3.2,4447,"Centella Asiatica, SPF 50, Glycerin",Acne,False,2024-10-24,synthetic_nykaa_model,Mid-range (₹500–1500)
NYK1239,Lotus Zinc Clarifying Toner,Lotus,Toner,Budget,236,295,20,3.4,455,"Hyaluronic Acid, Zinc",Pigmentation,False,2023-05-08,synthetic_nykaa_model,Budget (< ₹500)
NYK1240,Paula's Choice Centella Asiatica Pimple Patch,Paula's Choice,Spot Treatment,Premium,3631,4271,15,4.3,31,"Alpha Arbutin, Centella Asiatica",Pore Care,False,2023-07-11,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1241,Kiehl's Glycerin Serum,Kiehl's,Face Serum,Premium,4501,6001,25,4.5,173,"Bakuchiol, Glycerin",Anti-Ageing,False,2024-03-10,synthetic_nykaa_model,Luxury (₹4000+)
NYK1242,Minimalist Zinc Water Cream,Minimalist,Moisturiser,Budget,341,341,0,3.2,738,"AHA/BHA, Benzoyl Peroxide, Zinc",Anti-Ageing,False,2023-03-23,synthetic_nykaa_model,Budget (< ₹500)
NYK1243,Biotique Alpha Arbutin Gel Cleanser,Biotique,Face Wash,Budget,251,278,10,4.1,13247,"Benzoyl Peroxide, Alpha Arbutin",Sensitive Skin,False,2023-06-20,synthetic_nykaa_model,Budget (< ₹500)
NYK1244,SK-II Hyaluronic Acid Face Wash,SK-II,Face Wash,Premium,6483,7203,10,4.3,117,"Hyaluronic Acid, Green Tea Extract",Sensitive Skin,False,2023-10-09,synthetic_nykaa_model,Luxury (₹4000+)
NYK1245,Biotique Centella Asiatica Repair Serum,Biotique,Face Serum,Budget,448,497,10,4.2,226,"Centella Asiatica, Green Tea Extract, AHA/BHA",Acne,False,2023-05-27,synthetic_nykaa_model,Budget (< ₹500)
NYK1246,Lotus Salicylic Acid AHA Exfoliator,Lotus,Exfoliant / Scrub,Budget,453,453,0,4.1,12808,Salicylic Acid,Hydration,False,2024-10-22,synthetic_nykaa_model,Budget (< ₹500)
NYK1247,The Body Shop Retinol Brightening Serum,The Body Shop,Face Serum,Premium,2106,2477,15,3.9,49,"Hyaluronic Acid, Retinol",Oil Control,False,2024-01-15,synthetic_nykaa_model,Premium (₹1500–4000)
NYK1248,The Ordinary Retinol Brightening Serum,The Ordinary,Face Serum,Mid-range,928,1427,35,4.3,33,Retinol,Pore Care,False,2024-02-12,synthetic_nykaa_model,Mid-range (₹500–1500)
